Stf;Pos.;MaterialP;Objektkurztext;Menge;ME;Werk;LOrt;ZTP;Horiz;DMk;BeschArt;MArt;ArbPlatz;ÄndNr;EKG;SchGut
3;6;500999005;n.a.;1;ST;86;;SP;100;PD;E;HALB;S3L3FL7;W-VIE001M;;X
2;3;532629SM2;Layout Notentriegelung SM ER 2T;1;ST;86;15;SP;300;PD;E;HALB;INV;74362;;
3;1;500544181;Notbetätigung Innen;1;ST;86;88;SP;1;PD;F;LBEI;S3L3FL7;W-VIE001M;W01;
3;2;500430693;Senkschr.M5x20 ISO10642-A2-70;4;ST;86;88;SP;1;ND;F;ROH;S3L3FL7;W-VIE001M;W09;X
3;11;500340296;Loctite 243 Schraubensicherung;    0,004;KG;86;88;SP;1;PD;F;ROH;S3L3FL7;W-VIE001;W09;
3;1;500544181;Notbetätigung Innen;1;ST;86;88;SP;1;PD;F;LBEI;S3L3FL7;W-VIE001M;W01;
3;2;500430693;Senkschr.M5x20 ISO10642-A2-70;4;ST;86;88;SP;1;ND;F;ROH;S3L3FL7;W-VIE001M;W09;X
3;11;500340296;Loctite 243 Schraubensicherung;    0,004;KG;86;88;SP;1;PD;F;ROH;S3L3FL7;W-VIE001;W09;
3;3;500999005;n.a.;1;ST;86;;SP;100;PD;E;HALB;S3L3FL7;W-VIE001M;;X
2;4;532643SM2-1;Kabelverlegung Röhre SM2 Hochlage 313;1;ST;86;15;SP;300;PD;E;HALB;INV;75721;;
3;682;500452698;Befestigungsbinder EdgeClip T50ROSEC20;17;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;76970;W12;X
3;686;500554968;Befestigungsbinder EdgeClip T50ROSEC24;14;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;76970;W09;X
3;1;500098888;Plexus MA 420-2K-MMA;1,000;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;70887;W09;
2;5;532643SM2;Kabelverlegung Röhre SM2;1;ST;86;15;SP;300;PD;E;HALB;INV;75721;;
3;50;500388615;Pastensockel PMB5-BK 151-02255;3;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W12;X
3;51;500478063;Durchführungstülle DA 160/220/30;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W11;X
3;52;500292973;Systemhalter BFH-12-0:PMA Polyamid;4;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W05;X
3;53;500365383;Anschlussarmatur NVAV-M162-10:PMA;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W11;X
3;54;700041324;Durchführungstülle DA 160/220/20;3;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;W-VIE001;W02;
3;55;500561651;Wellrohr-Endabschlusshülse NW12 5-9mm;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W11;X
3;56;500416653;Zylinderschr.M5x12 ISO4762-A4-70;4;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;57;500537172;"SSL-Kabel 0.29 m; ES-12/m-f";4;ST;86;88;SP;1;PD;F;LBEI;E3L3FL7;73798;W01;
3;58;500331749;Sechskantkappe M6 GPN1000/1069 PE-LD;2;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;76609;W04;X
3;208;650010409;Sechskantm.M5 ISO4032 A4-80;4;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;314;815001289;Sperrkantscheibe SKM-5-NrFSt (A4);4;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;452;700006665;Ringkabelschuh RC6 4,0-6,0mm2 M6;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73798;W12;X
3;538;500175546;Gegenm.M16x1,5 216/5 Ms,vern.;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W02;X
3;552;500238378;Schutzschlauch VAMLG-17B, schwarz;5,500;M;86;88;SP;1;PD;F;ROH;E3L3FL7;73798;W11;
3;558;650117378;Schutzschlauch PMA-Flex NW12 PCST-12B;1,220;M;86;88;SP;1;PD;F;ROH;E3L3FL7;W-VIE001;W11;
3;597;500175491;Flachdichtung M16 Di16 Da20 2dick PTFE;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;677;82110449S;Befestigungsbinder EdgeClip T50ROSEC4A;8;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73799;W12;X
3;678;500445475;Befestigungsbinder EdgeClip T50ROSEC4B;4;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W12;X
3;680;500554965;Befestigungsbinder EdgeClip Q50REC4B;5;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;W-VIE001;W09;X
3;681;500368973;Befestigungsbinder EdgeClip T50ROSEC19;12;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W12;X
3;683;500364566;Befestigungsbinder EdgeClip T50ROSEC5A;11;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73799;W12;X
3;684;500466115;Befestigungsbinder EdgeClip T50ROSEC5B;9;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73799;W12;X
3;688;500547874;Kabelbinder m. Spreizanker T50ROSSFT6.5;4;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;W-VIE001;W09;X
3;696;500167543;Kabelhalterbefestigung MCMS12-P-C;56;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73799;W12;X
3;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;75134;W09;
3;11;500340296;Loctite 243 Schraubensicherung;    0,001;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;W-VIE001;W09;
3;1;700019602;Sechskantm.M8 ISO4032-A2-70;2;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;2;815001297;Sperrkantscheibe SKS-8-NrFSt;4;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;3;700014268;Sechskantschraube M 8X25 ISO 4017-A2-70;2;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,002;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;72340;W02;
3;1;815001297;Sperrkantscheibe SKS-8-NrFSt;4;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;2;700014242;Sechskantschr.M8x16 ISO4017-A2-70;4;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,004;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;72340;W02;
3;1;815001308;Sperrkantscheibe SKS-6-NrFSt;4;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001M;W09;X
3;2;700014162;Sechskantschr.M6x16 ISO4017-A2-70;4;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001M;W09;X
3;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,004;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;72340;W02;
3;1;500552942;E-Cupal Unterlegscheibe M6;3;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;W-VIE001M;W09;X
3;2;815001308;Sperrkantscheibe SKS-6-NrFSt;3;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001M;W09;X
3;3;700019595;Sechskantm.M6 ISO4032-A2-70;3;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001M;W09;X
3;952;67000067S;Kontaktfett Contactal HPG;    0,003;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;72340;W15;
3;1;500552942;E-Cupal Unterlegscheibe M6;1;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;W-VIE001;W09;X
3;2;815001308;Sperrkantscheibe SKS-6-NrFSt;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;3;700019595;Sechskantm.M6 ISO4032-A2-70;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;952;67000067S;Kontaktfett Contactal HPG;    0,001;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;72340;W15;
3;1;815001313;Sperrkantscheibe SKK-6 TN096730 NrFSt;2;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;2;815001308;Sperrkantscheibe SKS-6-NrFSt;2;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;3;700019595;Sechskantm.M6 ISO4032-A2-70;2;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W09;X
3;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,002;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;72340;W02;
3;1;815001511;Sperrkantscheibe SKS-5-NrFSt;3;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73800;W09;X
3;2;700019590;Sechskantm.M5 ISO4032-A2-70;3;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73800;W09;X
3;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,003;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;74611;W02;
3;1;815001308;Sperrkantscheibe SKS-6-NrFSt;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73800;W09;X
3;2;700014148;Sechskantschr.M6x12 ISO4017-A2-70;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73800;W09;X
3;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;74611;W02;
3;1;815001511;Sperrkantscheibe SKS-5-NrFSt;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73800;W09;X
3;2;700014092;Sechskantschr.M5x12 ISO4017-A2-70;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73800;W09;X
3;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;86;88;SP;1;PD;F;ROH;E3L3FL7;74611;W02;
3;E552;500238378;Schutzschlauch VAMLG-17B, schwarz;5,350;M;86;88;SP;1;PD;F;ROH;E3L3FL7;73800;W11;
3;1;500361245;Stiftgehäuse Superseal 3pol.;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W10;X
3;20;38150511S;Kontaktstift 0,3-0,5mm2 Superseal,verz.;3;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;W-VIE001;W12;X
3;40;38150512S;Einzelleiterdichtung 1,4-1,7mm Superseal;3;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W10;X
3;41;82100897S;Wärmeschrumpfschlauch TR27-6,4/3,2;    0,050;M;86;88;SP;1;PD;F;ROH;E3L3FL7;72523;W02;
3;42;500552468;Gummitülle für 3pol SuperSeal1.5;1;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;72523;W02;
3;1;500361242;Buchsengehäuse Superseal 3pol.;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W02;X
3;20;500551701;Kontaktbuchse 0,3-0,5mm2 Superseal,verz;3;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;W-VIE001;W09;
3;40;38150512S;Einzelleiterdichtung 1,4-1,7mm Superseal;3;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W10;X
3;41;82100897S;Wärmeschrumpfschlauch TR27-6,4/3,2;    0,050;M;86;88;SP;1;PD;F;ROH;E3L3FL7;72523;W02;
3;42;500552468;Gummitülle für 3pol SuperSeal1.5;1;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;72523;W02;
3;1;500577698;Schutzkappe CPC BG 23;1;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;74655;W02;
3;10;500363088;Steckgehäuse CPC Buchse BG 23,24pol.;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W11;X
3;30;500551610;Kontaktbuchse 0,2-0,5mm2,Au;10;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;W-VIE001;W05;X
3;31;700028310;Kontaktbuchse 0,75-1,5mm2, Au;4;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W04;X
3;1;500548459;Federleiste 10polig,bedruckt Wago:2091;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001M;W11;X
3;40;500548471;Codierstift Wago 2091-1610;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001M;W11;X
3;1;100234858;M12-Steckverbinder gerade 4P crimp-M12 *;4;ST;86;88;SP;1;PD;F;ROH;E3L3FL7;W-VIE001M;W11;X
3;30;500348397;Kontaktstift 0,25-0,52mm2 D-Sub, Au;16;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001M;W04;X
3;S413;500493075;Federleiste 5-polig m.Verriegelung+ZE;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W11;X
3;S421;500405665;Stiftleiste 3-pol.mit Zugentlastung;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;73797;W11;X
3;S423;500528900;Stiftleiste 5-polig o. Befest.flansch+ZE;1;ST;86;88;SP;1;ND;F;ROH;E3L3FL7;W-VIE001;W11;X
2;6;532644SM2;Anbau Geraetetraeger SM2;1;ST;86;15;SP;300;PD;E;HALB;INV;75721;;
3;1;500539692;Geraetetraeger SM2 33.10;1;ST;86;15;SP;200;PD;E;HALB;E3L3FL7;W-VIE001M;B30;
4;1;500552753;Tafelblech gross kpl;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;W-VIE001M;W05;
4;50;500560806;MIO-DX-2-Modul, DCX1100A;1;ST;86;88;SP;1;PD;F;LBEI;ET1FL1;72827;W01;
4;51;500546315;VCU-C-2ETH-CF      Type:DCY1550A;1;ST;86;88;SP;1;PD;F;LBEI;ET1FL1;72827;W01;
4;52;500546375;VCU-S Type:DCY1660A;1;ST;86;88;SP;1;PD;F;LBEI;ET1FL1;72827;W01;
4;53;500448638;Verdrahtungsbuegel Rd 6x640 EN10060;2;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W05;
4;56;500362671;Verschlusskappe M12 21010000003;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;74655;W04;X
4;111;700031090;Zylinderschr.M6x12 ISO4762-A2-70;20;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;240;500244784;Clipsmutter M6 AF1-EA6 St verz.chrom.;20;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W15;X
4;290;700034869;Sechskantm.M6 ISO4035-A2-035;8;ST;86;88;SP;1;ND;F;ROH;ET1FL1;72449;W09;X
4;302;815001308;Sperrkantscheibe SKS-6-NrFSt;28;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;336;500243160;Scheibe 6 ISO7093-1 200HV-A2;8;ST;86;88;SP;1;ND;F;ROH;ET1FL1;72449;W09;X
4;730;500244777;Befestigungsfuß NSYSPC Polyamid schwarz;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W11;X
4;861;500357838;Ethernet Switch 8-Ports M12 eCon 4080-B1;2;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W11;
4;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;88;SP;1;PD;F;ROH;ET1FL1;75134;W09;
4;1;815001308;Sperrkantscheibe SKS-6-NrFSt;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;2;700014162;Sechskantschr.M6x16 ISO4017-A2-70;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;86;88;SP;1;PD;F;ROH;ET1FL1;72340;W02;
3;2;500539690;Geraetetraeger SM2 31.10;1;ST;86;15;SP;200;PD;E;HALB;E3L3FL7;W-VIE001M;B30;
4;1;500552753;Tafelblech gross kpl;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;W-VIE001M;W05;
4;50;500553927;Abdeckblech Fixteil Fenster SM;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W02;
4;51;500553484;Automaten Haltewinkel;2;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W05;
4;52;500553928;Kabeltraeger Winkel;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W09;
4;53;500530437;Beilage Bl 5x30x30 EN485-3          P003;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;72449;W09;X
4;1;500235115;Tragschiene 35x15x1,5x2000 210-197 gelo.;    0,840;M;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001;W11;X
4;55;500082418;Anschraubscharnier 1056-U9-PH-INOX;4;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W02;
4;56;500553957;Schottblech 400V;2;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W02;
4;1;500410153;Sammelschiene PS 1/60/16 2CDL210001R1660;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;B-BAS001;W11;
4;107;700033270;Zylinderschr.M5x12 ISO4762-A2-70;3;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;109;700030584;Zylinderschr.M5x20 ISO4762-A2-70;2;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;112;700024686;Zylinderschr.M6x16 ISO4762-A2-70;14;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;118;700024015;Zylinderschr.M8x20 ISO4762-A2-70;5;ST;86;88;SP;1;ND;F;ROH;ET1FL1;72449;W09;X
4;121;812019533;Zylinderschr.M5x12 DIN7984-A2-70;7;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;153;500276812;Senkschr.M6x20 ISO10642-A2-70;13;ST;86;88;SP;1;ND;F;ROH;ET1FL1;73800;W09;X
4;202;700019590;Sechskantm.M5 ISO4032-A2-70;5;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;203;700019595;Sechskantm.M6 ISO4032-A2-70;10;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;204;700019602;Sechskantm.M8 ISO4032-A2-70;5;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;239;500244780;Clipsmutter M5 AF1-EA5 St verz.chrom.;7;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W04;X
4;240;500244784;Clipsmutter M6 AF1-EA6 St verz.chrom.;17;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W15;X
4;301;815001511;Sperrkantscheibe SKS-5-NrFSt;8;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;302;815001308;Sperrkantscheibe SKS-6-NrFSt;14;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;308;500447876;Sicherungsscheibe S5 SCHNORR;4;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;315;815001288;Sperrkantscheibe SKM-6-NrFst (A4);8;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;316;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;10;ST;86;88;SP;1;ND;F;ROH;ET1FL1;72449;W09;X
4;334;500295923;Scheibe 1388622 f.Senkschr.M6 Polyamid;5;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;361;500422677;Radox EN50264-3-1 600V 1x16mm2;4,000;M;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W11;
4;362;500422657;Radox EN50264-3-1 600V 1x10mm2;2,000;M;86;88;SP;1;PD;F;ROH;ET1FL1;75032;W11;
4;364;500422655;Radox EN50264-3-1 600V 1x4mm2;2,000;M;86;88;SP;1;PD;F;ROH;ET1FL1;75032;W11;
4;369;500422636;Radox EN50264-3-1 600V 1x1,5mm2 gn/ge;2,000;M;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W12;
4;371;500422653;Radox EN50306-2 300V 1x1,5mm2;20,000;M;86;88;SP;1;PD;F;ROH;ET1FL1;75032;W11;
4;372;500422652;Radox EN50306-2 300V 1x1,0mm2;34,000;M;86;88;SP;1;PD;F;ROH;ET1FL1;75032;W11;
4;388;500400876;Radox 3 GKW FR RW 1,5mm2;2,000;M;86;88;SP;1;PD;F;ROH;ET1FL1;75032;W11;
4;389;500391838;Leitung 3GKW FR RW 1,0mm2;10,000;M;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W11;
4;410;500242877;Rohrkabelschuh 16-6 mehrdr.YAV16M6;2;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W12;X
4;677;82110449S;Befestigungsbinder EdgeClip T50ROSEC4A;6;ST;86;88;SP;1;ND;F;ROH;ET1FL1;72449;W12;X
4;709;500332965;Kabelanker TM3S10-M PA6.6 natur Panduit;7;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W12;X
4;721;500417215;Kabelkanal HTWD-HF-37,5x75 183-13775;    0,580;M;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W02;
4;730;500244777;Befestigungsfuß NSYSPC Polyamid schwarz;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W11;X
4;773;500038363;Endklammer f.TS35 6 mm breit-grau;7;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W05;X
4;774;81610147S;Endklammer für TS35 10mm breit grau;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W04;X
4;775;650026916;Gruppenschildträger 10mm breit weiß;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;W-VIE001M;W04;X
4;777;500225830;Schutzstreifen,transparent;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;72449;W05;X
4;821;500433361;Sicherungsautomat 240VAC/72VDC 4A1pol+1*;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;W-VIE001M;W11;
4;822;500433362;Sicherungsautomat 240VAC/72VDC 6A1pol+1*;5;ST;86;88;SP;1;PD;F;ROH;ET1FL1;W-VIE001M;W11;
4;823;500433363;Sicherungsautomat 240VAC/72VDC 8A1pol+1*;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;W-VIE001M;W11;
4;824;500433364;Sicherungsautomat 240VAC/72VDC 10A 1pol*;6;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W11;
4;850;100264799;Hilfsschuetz 4 NO 4 NC-NFZB44ES-21 20-6*;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;W-VIE001M;W11;
4;874;500338541;Relais CU-U201-B;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W11;X
4;875;500338544;Relais-Sockel V17-Q1 für CU-Serie;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W11;X
4;880;500394385;SCHUKO -Steckdose M1175 2CSM210000R0721;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;76675;W11;
4;882;500493023;Hilfsschuetz 24VBGS00 DC 6A/230V 4S;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;74862;W11;
4;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;88;SP;1;PD;F;ROH;ET1FL1;75134;W09;
4;1;815001308;Sperrkantscheibe SKS-6-NrFSt;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;2;700014162;Sechskantschr.M6x16 ISO4017-A2-70;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;86;88;SP;1;PD;F;ROH;ET1FL1;72340;W02;
4;1;81611493S;1-Leiter-Federleiste X-COM 10pol.grau;5;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W05;X
4;40;81611327S;Zugentlastungsplatte X-COM 4-5pol.grau;10;ST;86;88;SP;1;PD;F;ROH;ET1FL1;W-VIE001M;W05;X
3;3;500539679;Geraetetraeger SM2 22.10;1;ST;86;15;SP;200;PD;E;HALB;E3L3FL7;W-VIE001M;B30;
4;1;500552749;Tafelblech klein kpl;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;W-VIE001M;W05;
4;50;500537127;PCU-220 M12 IP40 Switch;1;ST;86;88;SP;1;PD;F;LBEI;ET1FL1;72449;W01;
4;51;500540495;Multimediaserver Prosys-Rack;1;ST;86;88;SP;1;PD;F;LBEI;ET1FL1;72449;W01;
4;52;500448638;Verdrahtungsbuegel Rd 6x640 EN10060;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W05;
4;53;500553925;Haltewinkel Prosys links kpl;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W02;
4;54;500553926;Haltewinkel Prosys rechts kpl;1;ST;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W02;
4;60;500574425;Halter;2;ST;86;88;SP;1;PD;F;ROH;ET1FL1;73967;W05;
4;111;700031090;Zylinderschr.M6x12 ISO4762-A2-70;12;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;112;700024686;Zylinderschr.M6x16 ISO4762-A2-70;12;ST;86;88;SP;1;ND;F;ROH;ET1FL1;73967;W09;X
4;240;500244784;Clipsmutter M6 AF1-EA6 St verz.chrom.;16;ST;86;88;SP;1;ND;F;ROH;ET1FL1;73967;W15;X
4;290;700034869;Sechskantm.M6 ISO4035-A2-035;4;ST;86;88;SP;1;ND;F;ROH;ET1FL1;72449;W09;X
4;302;815001308;Sperrkantscheibe SKS-6-NrFSt;24;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;315;815001288;Sperrkantscheibe SKM-6-NrFst (A4);4;ST;86;88;SP;1;ND;F;ROH;ET1FL1;73967;W09;X
4;336;500243160;Scheibe 6 ISO7093-1 200HV-A2;4;ST;86;88;SP;1;ND;F;ROH;ET1FL1;72449;W09;X
4;712;500462345;Kantenschutz 4610117 EPDM schwarz;    0,240;M;86;88;SP;1;PD;F;ROH;ET1FL1;72449;W02;
4;730;500244777;Befestigungsfuß NSYSPC Polyamid schwarz;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W11;X
4;1;500036716;Montagepaste Klüber 46MR401;    0,000;KG;86;88;SP;1;PD;F;ROH;ET1FL1;75134;W09;
4;1;815001308;Sperrkantscheibe SKS-6-NrFSt;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;2;700014162;Sechskantschr.M6x16 ISO4017-A2-70;1;ST;86;88;SP;1;ND;F;ROH;ET1FL1;W-VIE001M;W09;X
4;951;500464328;Kontaktfett P1 AL/CU Verbindungen 91120;    0,001;KG;86;88;SP;1;PD;F;ROH;ET1FL1;72340;W02;
3;4;500557437;Baugruppe Rauchmelder;1;ST;86;15;SP;200;PD;E;HALB;E3L3FL7;W-VIE001M;B30;
4;1;500557436;Montageblech Rauchmelder kpl;1;ST;86;88;SP;1;PD;F;ROH;EUNI;W-VIE001M;W05;
4;2;500542665;Rauchmelder SD 9475-03;1;ST;86;88;SP;1;PD;F;LBEI;EUNI;W-VIE001M;W11;
4;107;700033270;Zylinderschr.M5x12 ISO4762-A2-70;4;ST;86;88;SP;1;ND;F;ROH;EUNI;W-VIE001M;W09;X
